Gene	Module	kME
10281	UNCLASSIFIED	NA
10282	UNCLASSIFIED	NA
10283	P2_I12_M1	0.94
10284	P1_I4_M1	0.97
10285	UNCLASSIFIED	NA
10286	UNCLASSIFIED	NA
10287	UNCLASSIFIED	NA
10288	UNCLASSIFIED	NA
10289	UNCLASSIFIED	NA
10290	UNCLASSIFIED	NA
10291	UNCLASSIFIED	NA
10292	P5_I4_M1	0.81
10293	P2_I12_M1	0.85
10294	UNCLASSIFIED	NA
10295	P1_I4_M1	0.96
10296	UNCLASSIFIED	NA
10297	UNCLASSIFIED	NA
10298	UNCLASSIFIED	NA
10299	UNCLASSIFIED	NA
10300	UNCLASSIFIED	NA
10301	P2_I12_M4	0.86
10302	UNCLASSIFIED	NA
10303	UNCLASSIFIED	NA
10304	UNCLASSIFIED	NA
10305	P1_I4_M1	0.98
10306	UNCLASSIFIED	NA
10307	UNCLASSIFIED	NA
10308	UNCLASSIFIED	NA
10309	UNCLASSIFIED	NA
10310	P2_I12_M2	0.89
10311	UNCLASSIFIED	NA
10312	UNCLASSIFIED	NA
10313	UNCLASSIFIED	NA
10314	P1_I4_M1	0.94
10315	P1_I4_M1	0.88
10316	P4_I7_M2	0.82
10317	P1_I4_M1	0.96
10318	UNCLASSIFIED	NA
10319	UNCLASSIFIED	NA
10320	UNCLASSIFIED	NA
10321	P4_I7_M2	0.93
10322	P2_I12_M2	0.92
10323	P2_I12_M3	0.85
10324	UNCLASSIFIED	NA
10325	UNCLASSIFIED	NA
10326	P3_I7_M5	0.82
10327	P11_I3_M1	0.83
10328	UNCLASSIFIED	NA
10329	UNCLASSIFIED	NA
10330	UNCLASSIFIED	NA
10331	UNCLASSIFIED	NA
10332	UNCLASSIFIED	NA
10333	P5_I4_M5	0.81
10334	UNCLASSIFIED	NA
10335	UNCLASSIFIED	NA
10336	UNCLASSIFIED	NA
10337	UNCLASSIFIED	NA
10338	UNCLASSIFIED	NA
10339	UNCLASSIFIED	NA
10340	UNCLASSIFIED	NA
10341	UNCLASSIFIED	NA
10342	UNCLASSIFIED	NA
10343	P4_I7_M2	0.92
10344	UNCLASSIFIED	NA
10345	P2_I12_M1	0.8
10346	UNCLASSIFIED	NA
10347	P2_I12_M2	0.83
10348	UNCLASSIFIED	NA
10349	P1_I4_M1	0.95
10350	P1_I4_M1	0.98
10351	P1_I4_M1	0.89
10352	P2_I12_M5	0.87
10353	UNCLASSIFIED	NA
10354	UNCLASSIFIED	NA
10355	P3_I7_M4	0.82
10356	P1_I4_M1	0.96
10357	P1_I4_M1	0.97
10358	UNCLASSIFIED	NA
10359	UNCLASSIFIED	NA
10360	UNCLASSIFIED	NA
10361	UNCLASSIFIED	NA
10362	P1_I4_M1	0.96
10363	P1_I4_M1	0.97
10364	UNCLASSIFIED	NA
10365	UNCLASSIFIED	NA
10366	UNCLASSIFIED	NA
10367	P2_I12_M5	0.89
10368	UNCLASSIFIED	NA
10369	UNCLASSIFIED	NA
10370	UNCLASSIFIED	NA
10371	P3_I7_M1	0.86
10372	UNCLASSIFIED	NA
10373	UNCLASSIFIED	NA
10374	UNCLASSIFIED	NA
10375	UNCLASSIFIED	NA
10376	UNCLASSIFIED	NA
10377	UNCLASSIFIED	NA
10378	UNCLASSIFIED	NA
10379	UNCLASSIFIED	NA
10380	UNCLASSIFIED	NA
10381	UNCLASSIFIED	NA
10382	P2_I12_M1	0.89
10383	UNCLASSIFIED	NA
10384	UNCLASSIFIED	NA
10385	P1_I4_M1	0.97
10386	P1_I4_M1	0.97
10387	UNCLASSIFIED	NA
10388	UNCLASSIFIED	NA
10389	P1_I4_M1	0.89
10390	UNCLASSIFIED	NA
10391	UNCLASSIFIED	NA
10392	UNCLASSIFIED	NA
10393	UNCLASSIFIED	NA
10394	UNCLASSIFIED	NA
10395	UNCLASSIFIED	NA
10396	UNCLASSIFIED	NA
10397	UNCLASSIFIED	NA
10398	P1_I4_M1	0.92
10399	P4_I7_M1	0.86
10400	P1_I4_M1	0.98
10401	UNCLASSIFIED	NA
10402	UNCLASSIFIED	NA
10403	UNCLASSIFIED	NA
10404	UNCLASSIFIED	NA
10405	UNCLASSIFIED	NA
10406	UNCLASSIFIED	NA
10407	UNCLASSIFIED	NA
10408	P4_I7_M2	0.82
10409	P2_I12_M3	0.85
10410	UNCLASSIFIED	NA
10411	P2_I12_M1	0.91
10412	UNCLASSIFIED	NA
10413	UNCLASSIFIED	NA
10414	UNCLASSIFIED	NA
10415	UNCLASSIFIED	NA
10416	UNCLASSIFIED	NA
10417	UNCLASSIFIED	NA
10418	UNCLASSIFIED	NA
10419	UNCLASSIFIED	NA
10420	UNCLASSIFIED	NA
10421	UNCLASSIFIED	NA
10422	P3_I7_M1	0.82
10423	UNCLASSIFIED	NA
10424	P2_I12_M3	0.81
10425	UNCLASSIFIED	NA
10426	UNCLASSIFIED	NA
10427	P1_I4_M1	0.97
10428	UNCLASSIFIED	NA
10429	UNCLASSIFIED	NA
10430	UNCLASSIFIED	NA
10431	P5_I4_M3	0.84
10432	UNCLASSIFIED	NA
10433	P1_I4_M1	0.97
10434	P1_I4_M1	0.86
10435	UNCLASSIFIED	NA
10436	UNCLASSIFIED	NA
10437	UNCLASSIFIED	NA
10438	UNCLASSIFIED	NA
10439	P1_I4_M1	0.98
10440	UNCLASSIFIED	NA
10441	UNCLASSIFIED	NA
10442	P3_I7_M4	0.9
10443	UNCLASSIFIED	NA
10444	UNCLASSIFIED	NA
10445	UNCLASSIFIED	NA
10446	UNCLASSIFIED	NA
10447	UNCLASSIFIED	NA
10448	UNCLASSIFIED	NA
10449	UNCLASSIFIED	NA
10450	UNCLASSIFIED	NA
10451	UNCLASSIFIED	NA
10452	P1_I4_M1	0.98
10453	P3_I7_M2	0.87
10454	UNCLASSIFIED	NA
10455	UNCLASSIFIED	NA
10456	P8_I3_M2	0.85
10457	P1_I4_M1	0.98
10458	UNCLASSIFIED	NA
10459	P2_I12_M5	0.82
10460	UNCLASSIFIED	NA
10461	UNCLASSIFIED	NA
10462	UNCLASSIFIED	NA
10463	P4_I7_M1	0.83
10464	UNCLASSIFIED	NA
10465	UNCLASSIFIED	NA
10466	P1_I4_M1	0.97
10467	UNCLASSIFIED	NA
10468	UNCLASSIFIED	NA
10469	P2_I12_M2	0.88
10470	P1_I4_M1	0.89
10471	UNCLASSIFIED	NA
10472	UNCLASSIFIED	NA
10473	P3_I7_M1	0.85
10474	UNCLASSIFIED	NA
10475	P5_I4_M3	0.83
10476	UNCLASSIFIED	NA
10477	UNCLASSIFIED	NA
10478	UNCLASSIFIED	NA
10479	UNCLASSIFIED	NA
10480	UNCLASSIFIED	NA
10481	UNCLASSIFIED	NA
10482	UNCLASSIFIED	NA
10483	P2_I12_M1	0.82
10484	UNCLASSIFIED	NA
10485	P1_I4_M1	0.88
10486	UNCLASSIFIED	NA
10487	UNCLASSIFIED	NA
10488	P1_I4_M1	0.98
10489	P8_I3_M1	0.82
10490	UNCLASSIFIED	NA
10491	P4_I7_M5	0.83
10492	UNCLASSIFIED	NA
10493	UNCLASSIFIED	NA
10494	UNCLASSIFIED	NA
10495	UNCLASSIFIED	NA
10496	UNCLASSIFIED	NA
10497	UNCLASSIFIED	NA
10498	P3_I7_M2	0.89
10499	P2_I12_M4	0.85
10500	UNCLASSIFIED	NA
10501	UNCLASSIFIED	NA
10502	UNCLASSIFIED	NA
10503	P3_I7_M1	0.82
10504	UNCLASSIFIED	NA
10505	UNCLASSIFIED	NA
10506	UNCLASSIFIED	NA
10507	UNCLASSIFIED	NA
10508	P3_I7_M1	0.88
10509	P2_I12_M5	0.89
10510	UNCLASSIFIED	NA
10511	P4_I7_M2	0.85
10512	P1_I4_M1	0.98
10513	UNCLASSIFIED	NA
10514	UNCLASSIFIED	NA
10515	UNCLASSIFIED	NA
10516	UNCLASSIFIED	NA
10517	UNCLASSIFIED	NA
10518	P2_I12_M1	0.82
10519	UNCLASSIFIED	NA
10520	P2_I12_M3	0.93
10521	UNCLASSIFIED	NA
10522	UNCLASSIFIED	NA
10523	UNCLASSIFIED	NA
10524	UNCLASSIFIED	NA
10525	UNCLASSIFIED	NA
10526	P2_I12_M2	0.82
10527	UNCLASSIFIED	NA
10528	P1_I4_M1	0.97
10529	P1_I4_M1	0.97
10530	P2_I12_M5	0.84
10531	UNCLASSIFIED	NA
10532	P2_I12_M1	0.91
10533	P1_I4_M1	0.98
10534	P4_I7_M1	0.92
10535	UNCLASSIFIED	NA
10536	UNCLASSIFIED	NA
10537	P1_I4_M1	0.97
10538	UNCLASSIFIED	NA
10539	UNCLASSIFIED	NA
10540	UNCLASSIFIED	NA
10541	UNCLASSIFIED	NA
10542	UNCLASSIFIED	NA
10543	UNCLASSIFIED	NA
10544	UNCLASSIFIED	NA
10545	UNCLASSIFIED	NA
10546	UNCLASSIFIED	NA
10547	UNCLASSIFIED	NA
10548	UNCLASSIFIED	NA
10549	UNCLASSIFIED	NA
10550	UNCLASSIFIED	NA
10551	UNCLASSIFIED	NA
10552	UNCLASSIFIED	NA
10553	P1_I4_M1	0.95
10554	UNCLASSIFIED	NA
10555	P3_I7_M1	0.84
10556	P3_I7_M1	0.89
10557	UNCLASSIFIED	NA
10558	P4_I7_M3	0.87
10559	P3_I7_M3	0.82
10560	UNCLASSIFIED	NA
10561	UNCLASSIFIED	NA
10562	UNCLASSIFIED	NA
10563	UNCLASSIFIED	NA
10564	UNCLASSIFIED	NA
10565	UNCLASSIFIED	NA
10566	UNCLASSIFIED	NA
10567	UNCLASSIFIED	NA
10568	UNCLASSIFIED	NA
10569	UNCLASSIFIED	NA
10570	UNCLASSIFIED	NA
10571	P1_I4_M1	0.96
10572	P3_I7_M2	0.82
10573	UNCLASSIFIED	NA
10574	UNCLASSIFIED	NA
10575	UNCLASSIFIED	NA
10576	P1_I4_M1	0.98
10577	UNCLASSIFIED	NA
10578	UNCLASSIFIED	NA
10579	UNCLASSIFIED	NA
10580	P2_I12_M4	0.87
10581	P5_I4_M1	0.82
10582	UNCLASSIFIED	NA
10583	P2_I12_M3	0.92
10584	UNCLASSIFIED	NA
10585	P1_I4_M1	0.99
10586	UNCLASSIFIED	NA
10587	UNCLASSIFIED	NA
10588	UNCLASSIFIED	NA
10589	UNCLASSIFIED	NA
10590	UNCLASSIFIED	NA
10591	UNCLASSIFIED	NA
10592	UNCLASSIFIED	NA
10593	UNCLASSIFIED	NA
10594	P3_I7_M1	0.85
10595	UNCLASSIFIED	NA
10596	P1_I4_M1	0.94
10597	UNCLASSIFIED	NA
10598	UNCLASSIFIED	NA
10599	P3_I7_M2	0.87
10600	UNCLASSIFIED	NA
10601	P3_I7_M1	0.87
10602	UNCLASSIFIED	NA
10603	UNCLASSIFIED	NA
10604	P3_I7_M2	0.91
10605	P2_I12_M5	0.83
10606	UNCLASSIFIED	NA
10607	UNCLASSIFIED	NA
10608	UNCLASSIFIED	NA
10609	UNCLASSIFIED	NA
10610	UNCLASSIFIED	NA
10611	P2_I12_M4	0.85
10612	P2_I12_M3	0.85
10613	UNCLASSIFIED	NA
10614	UNCLASSIFIED	NA
10615	UNCLASSIFIED	NA
10616	P3_I7_M1	0.82
10617	P3_I7_M2	0.8
10618	UNCLASSIFIED	NA
10619	UNCLASSIFIED	NA
10620	UNCLASSIFIED	NA
10621	P2_I12_M1	0.89
10622	UNCLASSIFIED	NA
10623	P4_I7_M2	0.89
10624	UNCLASSIFIED	NA
10625	P6_I4_M2	0.89
10626	UNCLASSIFIED	NA
10627	UNCLASSIFIED	NA
10628	UNCLASSIFIED	NA
10629	UNCLASSIFIED	NA
10630	P2_I12_M3	0.85
10631	UNCLASSIFIED	NA
10632	UNCLASSIFIED	NA
10633	UNCLASSIFIED	NA
10634	UNCLASSIFIED	NA
10635	UNCLASSIFIED	NA
10636	UNCLASSIFIED	NA
10637	P2_I12_M4	0.82
10638	UNCLASSIFIED	NA
10639	UNCLASSIFIED	NA
10640	UNCLASSIFIED	NA
10641	UNCLASSIFIED	NA
10642	UNCLASSIFIED	NA
10643	UNCLASSIFIED	NA
10644	UNCLASSIFIED	NA
10645	UNCLASSIFIED	NA
10646	P1_I4_M1	0.98
10647	UNCLASSIFIED	NA
10648	UNCLASSIFIED	NA
10649	UNCLASSIFIED	NA
10650	P1_I4_M1	0.98
10651	UNCLASSIFIED	NA
10652	UNCLASSIFIED	NA
10653	UNCLASSIFIED	NA
10654	P2_I12_M3	0.86
10655	UNCLASSIFIED	NA
10656	P1_I4_M1	0.98
10657	UNCLASSIFIED	NA
10658	P2_I12_M1	0.89
10659	UNCLASSIFIED	NA
10660	P1_I4_M1	0.97
10661	UNCLASSIFIED	NA
10662	UNCLASSIFIED	NA
10663	P4_I7_M1	0.82
10664	P4_I7_M1	0.81
10665	UNCLASSIFIED	NA
10666	UNCLASSIFIED	NA
10667	UNCLASSIFIED	NA
10668	P4_I7_M3	0.86
10669	UNCLASSIFIED	NA
10670	P4_I7_M2	0.84
10671	UNCLASSIFIED	NA
10672	UNCLASSIFIED	NA
10673	UNCLASSIFIED	NA
10674	UNCLASSIFIED	NA
10675	UNCLASSIFIED	NA
10676	UNCLASSIFIED	NA
10677	P8_I3_M1	0.83
10678	UNCLASSIFIED	NA
10679	UNCLASSIFIED	NA
10680	UNCLASSIFIED	NA
10681	P2_I12_M3	0.86
10682	UNCLASSIFIED	NA
10683	UNCLASSIFIED	NA
10684	UNCLASSIFIED	NA
10685	P2_I12_M5	0.86
10686	UNCLASSIFIED	NA
10687	P3_I7_M1	0.82
10688	UNCLASSIFIED	NA
10689	UNCLASSIFIED	NA
10690	UNCLASSIFIED	NA
10691	UNCLASSIFIED	NA
10692	UNCLASSIFIED	NA
10693	UNCLASSIFIED	NA
10694	UNCLASSIFIED	NA
10695	P1_I4_M1	0.97
10696	UNCLASSIFIED	NA
10697	P2_I12_M5	0.9
10698	UNCLASSIFIED	NA
10699	UNCLASSIFIED	NA
10700	UNCLASSIFIED	NA
10701	UNCLASSIFIED	NA
10702	UNCLASSIFIED	NA
10703	P1_I4_M1	0.92
10704	UNCLASSIFIED	NA
10705	UNCLASSIFIED	NA
10706	UNCLASSIFIED	NA
10707	UNCLASSIFIED	NA
10708	P1_I4_M1	0.99
10709	P1_I4_M1	0.98
10710	UNCLASSIFIED	NA
10711	P4_I7_M5	0.84
10712	UNCLASSIFIED	NA
10713	UNCLASSIFIED	NA
10714	P9_I6_M1	0.87
10715	UNCLASSIFIED	NA
10716	P4_I7_M2	0.8
10717	UNCLASSIFIED	NA
10718	UNCLASSIFIED	NA
10719	UNCLASSIFIED	NA
10720	UNCLASSIFIED	NA
10721	UNCLASSIFIED	NA
10722	UNCLASSIFIED	NA
10723	UNCLASSIFIED	NA
10724	UNCLASSIFIED	NA
10725	UNCLASSIFIED	NA
10726	UNCLASSIFIED	NA
10727	UNCLASSIFIED	NA
10728	UNCLASSIFIED	NA
10729	P2_I12_M2	0.9
10730	UNCLASSIFIED	NA
10731	P3_I7_M2	0.83
10732	P1_I4_M1	0.94
10733	UNCLASSIFIED	NA
10734	P1_I4_M1	0.96
10735	UNCLASSIFIED	NA
10736	P2_I12_M1	0.85
10737	P5_I4_M1	0.87
10738	P6_I4_M2	0.86
10739	P3_I7_M1	0.87
10740	UNCLASSIFIED	NA
10741	UNCLASSIFIED	NA
10742	UNCLASSIFIED	NA
10743	UNCLASSIFIED	NA
10744	P2_I12_M1	0.87
10745	UNCLASSIFIED	NA
10746	UNCLASSIFIED	NA
10747	UNCLASSIFIED	NA
10748	UNCLASSIFIED	NA
10749	UNCLASSIFIED	NA
10750	P2_I12_M5	0.9
10751	P7_I3_M1	0.8
10752	UNCLASSIFIED	NA
10753	UNCLASSIFIED	NA
10754	P7_I3_M1	0.92
10755	P2_I12_M1	0.84
10756	UNCLASSIFIED	NA
10757	UNCLASSIFIED	NA
10758	P2_I12_M4	0.86
10759	UNCLASSIFIED	NA
10760	UNCLASSIFIED	NA
10761	UNCLASSIFIED	NA
10762	UNCLASSIFIED	NA
10763	UNCLASSIFIED	NA
10764	P6_I4_M3	0.92
10765	UNCLASSIFIED	NA
10766	UNCLASSIFIED	NA
10767	UNCLASSIFIED	NA
10768	UNCLASSIFIED	NA
10769	UNCLASSIFIED	NA
10770	UNCLASSIFIED	NA
10771	UNCLASSIFIED	NA
10772	UNCLASSIFIED	NA
10773	UNCLASSIFIED	NA
10774	UNCLASSIFIED	NA
10775	UNCLASSIFIED	NA
10776	P1_I4_M1	0.91
10777	UNCLASSIFIED	NA
10778	UNCLASSIFIED	NA
10779	UNCLASSIFIED	NA
10780	P10_I6_M2	0.84
10781	UNCLASSIFIED	NA
10782	UNCLASSIFIED	NA
10783	UNCLASSIFIED	NA
10784	UNCLASSIFIED	NA
10785	P7_I3_M1	0.84
10786	P2_I12_M1	0.84
10787	UNCLASSIFIED	NA
10788	P3_I7_M2	0.86
10789	UNCLASSIFIED	NA
10790	UNCLASSIFIED	NA
10791	UNCLASSIFIED	NA
10792	P3_I7_M5	0.92
10793	UNCLASSIFIED	NA
10794	P1_I4_M1	0.98
10795	UNCLASSIFIED	NA
10796	UNCLASSIFIED	NA
10797	UNCLASSIFIED	NA
10798	UNCLASSIFIED	NA
10799	P2_I12_M2	0.81
10800	UNCLASSIFIED	NA
10801	UNCLASSIFIED	NA
10802	UNCLASSIFIED	NA
10803	UNCLASSIFIED	NA
10804	UNCLASSIFIED	NA
10805	UNCLASSIFIED	NA
10806	UNCLASSIFIED	NA
10807	UNCLASSIFIED	NA
10808	UNCLASSIFIED	NA
10809	P3_I7_M1	0.84
10810	P3_I7_M4	0.91
10811	UNCLASSIFIED	NA
10812	UNCLASSIFIED	NA
10813	P1_I4_M1	0.98
10814	UNCLASSIFIED	NA
10815	P3_I7_M2	0.87
10816	P10_I6_M3	0.85
10817	UNCLASSIFIED	NA
10818	UNCLASSIFIED	NA
10819	P2_I12_M1	0.86
10820	UNCLASSIFIED	NA
10821	UNCLASSIFIED	NA
10822	UNCLASSIFIED	NA
10823	P4_I7_M1	0.81
10824	P7_I3_M2	0.88
10825	P7_I3_M3	0.81
10826	P7_I3_M2	0.9
10827	UNCLASSIFIED	NA
10828	UNCLASSIFIED	NA
10829	UNCLASSIFIED	NA
10830	P1_I4_M1	0.94
10831	UNCLASSIFIED	NA
10832	P4_I7_M2	0.89
10833	P3_I7_M3	0.87
10834	UNCLASSIFIED	NA
10835	P2_I12_M1	0.89
10836	UNCLASSIFIED	NA
10837	P9_I6_M1	0.86
10838	UNCLASSIFIED	NA
10839	P1_I4_M1	0.97
10840	P2_I12_M1	0.82
10841	UNCLASSIFIED	NA
10842	UNCLASSIFIED	NA
10843	UNCLASSIFIED	NA
10844	UNCLASSIFIED	NA
10845	P2_I12_M1	0.81
10846	UNCLASSIFIED	NA
10847	UNCLASSIFIED	NA
10848	UNCLASSIFIED	NA
10849	P3_I7_M1	0.84
10850	UNCLASSIFIED	NA
10851	UNCLASSIFIED	NA
10852	P10_I6_M3	0.81
10853	UNCLASSIFIED	NA
10854	UNCLASSIFIED	NA
10855	UNCLASSIFIED	NA
10856	UNCLASSIFIED	NA
10857	UNCLASSIFIED	NA
10858	UNCLASSIFIED	NA
10859	UNCLASSIFIED	NA
10860	UNCLASSIFIED	NA
10861	UNCLASSIFIED	NA
10862	UNCLASSIFIED	NA
10863	UNCLASSIFIED	NA
10864	UNCLASSIFIED	NA
10865	UNCLASSIFIED	NA
10866	UNCLASSIFIED	NA
10867	P5_I4_M1	0.84
10868	P3_I7_M1	0.84
10869	P1_I4_M1	0.95
10870	P12_I5_M1	0.82
10871	UNCLASSIFIED	NA
10872	UNCLASSIFIED	NA
10873	UNCLASSIFIED	NA
10874	UNCLASSIFIED	NA
10875	UNCLASSIFIED	NA
10876	UNCLASSIFIED	NA
10877	UNCLASSIFIED	NA
10878	UNCLASSIFIED	NA
10879	P5_I4_M2	0.83
10880	UNCLASSIFIED	NA
10881	UNCLASSIFIED	NA
10882	P1_I4_M1	0.9
10883	P3_I7_M1	0.86
10884	UNCLASSIFIED	NA
10885	UNCLASSIFIED	NA
10886	P1_I4_M1	0.98
10887	UNCLASSIFIED	NA
10888	P3_I7_M1	0.86
10889	UNCLASSIFIED	NA
10890	P2_I12_M3	0.86
10891	UNCLASSIFIED	NA
10892	UNCLASSIFIED	NA
10893	UNCLASSIFIED	NA
10894	UNCLASSIFIED	NA
10895	UNCLASSIFIED	NA
10896	UNCLASSIFIED	NA
10897	UNCLASSIFIED	NA
10898	UNCLASSIFIED	NA
10899	P3_I7_M3	0.87
10900	UNCLASSIFIED	NA
10901	UNCLASSIFIED	NA
10902	UNCLASSIFIED	NA
10903	UNCLASSIFIED	NA
10904	P1_I4_M1	0.96
10905	P2_I12_M1	0.84
10906	UNCLASSIFIED	NA
10907	P5_I4_M3	0.85
10908	P2_I12_M1	0.83
10909	UNCLASSIFIED	NA
10910	UNCLASSIFIED	NA
10911	UNCLASSIFIED	NA
10912	UNCLASSIFIED	NA
10913	UNCLASSIFIED	NA
10914	UNCLASSIFIED	NA
10915	P2_I12_M5	0.89
10916	UNCLASSIFIED	NA
10917	UNCLASSIFIED	NA
10918	P8_I3_M2	0.86
10919	UNCLASSIFIED	NA
10920	UNCLASSIFIED	NA
10921	P2_I12_M1	0.92
10922	UNCLASSIFIED	NA
10923	UNCLASSIFIED	NA
10924	UNCLASSIFIED	NA
10925	UNCLASSIFIED	NA
10926	P7_I3_M2	0.82
10927	UNCLASSIFIED	NA
10928	P2_I12_M2	0.86
10929	P1_I4_M1	0.97
10930	UNCLASSIFIED	NA
10931	P1_I4_M1	0.97
10932	P1_I4_M1	0.98
10933	P3_I7_M1	0.87
10934	UNCLASSIFIED	NA
10935	UNCLASSIFIED	NA
10936	P2_I12_M5	0.83
10937	UNCLASSIFIED	NA
10938	UNCLASSIFIED	NA
10939	P3_I7_M5	0.86
10940	P2_I12_M5	0.84
10941	UNCLASSIFIED	NA
10942	P8_I3_M2	0.87
10943	UNCLASSIFIED	NA
10944	UNCLASSIFIED	NA
10945	UNCLASSIFIED	NA
10946	P4_I7_M4	0.8
10947	UNCLASSIFIED	NA
10948	P1_I4_M1	0.99
10949	UNCLASSIFIED	NA
10950	UNCLASSIFIED	NA
10951	UNCLASSIFIED	NA
10952	UNCLASSIFIED	NA
10953	UNCLASSIFIED	NA
10954	UNCLASSIFIED	NA
10955	UNCLASSIFIED	NA
10956	UNCLASSIFIED	NA
10957	UNCLASSIFIED	NA
10958	P2_I12_M1	0.85
10959	UNCLASSIFIED	NA
10960	UNCLASSIFIED	NA
10961	UNCLASSIFIED	NA
10962	P2_I12_M5	0.88
10963	P2_I12_M1	0.86
10964	UNCLASSIFIED	NA
10965	UNCLASSIFIED	NA
10966	UNCLASSIFIED	NA
10967	UNCLASSIFIED	NA
10968	UNCLASSIFIED	NA
10969	UNCLASSIFIED	NA
10970	P4_I7_M2	0.89
10971	P1_I4_M1	0.97
10972	UNCLASSIFIED	NA
10973	UNCLASSIFIED	NA
10974	UNCLASSIFIED	NA
10975	UNCLASSIFIED	NA
10976	P1_I4_M1	0.97
10977	P2_I12_M5	0.8
10978	UNCLASSIFIED	NA
10979	P1_I4_M1	0.98
10980	UNCLASSIFIED	NA
10981	P2_I12_M4	0.88
10982	UNCLASSIFIED	NA
10983	UNCLASSIFIED	NA
10984	P3_I7_M3	0.84
10985	UNCLASSIFIED	NA
10986	UNCLASSIFIED	NA
10987	UNCLASSIFIED	NA
10988	UNCLASSIFIED	NA
10989	P6_I4_M2	0.94
10990	UNCLASSIFIED	NA
10991	P2_I12_M1	0.83
10992	UNCLASSIFIED	NA
10993	UNCLASSIFIED	NA
10994	UNCLASSIFIED	NA
10995	P2_I12_M3	0.82
10996	UNCLASSIFIED	NA
10997	P2_I12_M4	0.87
10998	UNCLASSIFIED	NA
10999	UNCLASSIFIED	NA
11000	UNCLASSIFIED	NA
11001	UNCLASSIFIED	NA
11002	UNCLASSIFIED	NA
11003	P2_I12_M1	0.87
11004	UNCLASSIFIED	NA
11005	UNCLASSIFIED	NA
11006	P2_I12_M1	0.87
11007	UNCLASSIFIED	NA
11008	P2_I12_M5	0.87
11009	UNCLASSIFIED	NA
11010	UNCLASSIFIED	NA
11011	P2_I12_M1	0.87
11012	P2_I12_M4	0.82
11013	UNCLASSIFIED	NA
11014	P1_I4_M1	0.99
11015	UNCLASSIFIED	NA
11016	UNCLASSIFIED	NA
11017	UNCLASSIFIED	NA
11018	UNCLASSIFIED	NA
11019	UNCLASSIFIED	NA
11020	P1_I4_M1	0.85
11021	UNCLASSIFIED	NA
11022	UNCLASSIFIED	NA
11023	UNCLASSIFIED	NA
11024	P2_I12_M1	0.92
11025	UNCLASSIFIED	NA
11026	P3_I7_M2	0.91
11027	P3_I7_M1	0.83
11028	UNCLASSIFIED	NA
11029	UNCLASSIFIED	NA
11030	UNCLASSIFIED	NA
11031	UNCLASSIFIED	NA
11032	P4_I7_M1	0.84
11033	UNCLASSIFIED	NA
11034	P3_I7_M3	0.83
11035	UNCLASSIFIED	NA
11036	P3_I7_M4	0.8
11037	P1_I4_M1	0.98
11038	UNCLASSIFIED	NA
11039	UNCLASSIFIED	NA
11040	P1_I4_M1	0.96
11041	UNCLASSIFIED	NA
11042	P2_I12_M2	0.88
11043	UNCLASSIFIED	NA
11044	UNCLASSIFIED	NA
11045	P4_I7_M2	0.86
11046	P2_I12_M5	0.9
11047	UNCLASSIFIED	NA
11048	P9_I6_M1	0.81
11049	P5_I4_M1	0.86
11050	UNCLASSIFIED	NA
11051	P1_I4_M1	0.98
11052	P7_I3_M2	0.84
11053	P1_I4_M1	0.96
11054	UNCLASSIFIED	NA
11055	P1_I4_M1	0.98
11056	UNCLASSIFIED	NA
11057	UNCLASSIFIED	NA
11058	UNCLASSIFIED	NA
11059	UNCLASSIFIED	NA
11060	UNCLASSIFIED	NA
11061	UNCLASSIFIED	NA
11062	P8_I3_M4	0.86
11063	UNCLASSIFIED	NA
11064	UNCLASSIFIED	NA
11065	P6_I4_M1	0.84
11066	P2_I12_M1	0.86
11067	UNCLASSIFIED	NA
11068	UNCLASSIFIED	NA
11069	P2_I12_M1	0.85
11070	P2_I12_M3	0.87
11071	P1_I4_M1	0.95
11072	UNCLASSIFIED	NA
11073	UNCLASSIFIED	NA
11074	P3_I7_M2	0.81
11075	UNCLASSIFIED	NA
11076	UNCLASSIFIED	NA
11077	UNCLASSIFIED	NA
11078	UNCLASSIFIED	NA
11079	P2_I12_M2	0.82
11080	P4_I7_M6	0.86
11081	UNCLASSIFIED	NA
11082	P1_I4_M1	0.98
11083	P1_I4_M1	0.95
11084	P2_I12_M4	0.9
11085	UNCLASSIFIED	NA
11086	UNCLASSIFIED	NA
11087	UNCLASSIFIED	NA
11088	UNCLASSIFIED	NA
11089	P2_I12_M1	0.93
11090	UNCLASSIFIED	NA
11091	P3_I7_M1	0.91
11092	UNCLASSIFIED	NA
11093	UNCLASSIFIED	NA
11094	UNCLASSIFIED	NA
11095	UNCLASSIFIED	NA
11096	P2_I12_M2	0.81
11097	UNCLASSIFIED	NA
11098	UNCLASSIFIED	NA
11099	UNCLASSIFIED	NA
11100	UNCLASSIFIED	NA
11101	UNCLASSIFIED	NA
11102	UNCLASSIFIED	NA
11103	UNCLASSIFIED	NA
11104	UNCLASSIFIED	NA
11105	UNCLASSIFIED	NA
11106	UNCLASSIFIED	NA
11107	UNCLASSIFIED	NA
11108	UNCLASSIFIED	NA
11109	P2_I12_M5	0.84
11110	UNCLASSIFIED	NA
11111	P2_I12_M4	0.87
11112	UNCLASSIFIED	NA
11113	UNCLASSIFIED	NA
11114	UNCLASSIFIED	NA
11115	UNCLASSIFIED	NA
11116	P3_I7_M5	0.8
11117	UNCLASSIFIED	NA
11118	UNCLASSIFIED	NA
